date,exdate,cp_flag,strike_price,best_bid,best_offer,volume,open_interest,impl_volatility,optionid,index_flag,issuer,div_convention,exercise_style
2014-03-03,2014-07-19,C,845000,0.09,0.4,0,66,0.309454,102227384,0,APPLE INC,,A
2014-03-03,2014-07-19,C,850000,0.08,0.38,0,126,0.310532,102227385,0,APPLE INC,,A
2014-03-03,2014-07-19,C,855000,0.07,0.38,0,217,0.313018,102227386,0,APPLE INC,,A
2014-03-03,2014-07-19,P,235000,0,0.14,100,6,0.465176,101662248,0,APPLE INC,,A
2014-03-03,2014-07-19,P,240000,0,0.14,0,37,0.453668,101662249,0,APPLE INC,,A
2014-03-03,2014-07-19,P,245000,0,0.15,0,3,0.445337,101662250,0,APPLE INC,,A
2014-03-03,2014-07-19,P,250000,0,0.15,0,8,0.434223,101662251,0,APPLE INC,,A
2014-03-03,2014-07-19,P,255000,0,0.16,0,0,0.425997,101662252,0,APPLE INC,,A
2014-03-03,2014-07-19,P,260000,0,0.17,0,6,0.417736,101662253,0,APPLE INC,,A
2014-03-03,2014-07-19,P,265000,0,0.17,0,17,0.407126,101662254,0,APPLE INC,,A
2014-03-03,2014-07-19,P,270000,0,0.18,0,45,0.398981,101662255,0,APPLE INC,,A
2014-03-03,2014-07-19,P,275000,0,0.19,0,68,0.390824,101662256,0,APPLE INC,,A
2014-03-03,2014-07-19,P,280000,0,0.2,0,12,0.382665,101662257,0,APPLE INC,,A
2014-03-03,2014-07-19,P,285000,0,0.21,0,120,0.374516,101662258,0,APPLE INC,,A
2014-03-03,2014-07-19,P,290000,0,0.22,0,52,0.366384,101662259,0,APPLE INC,,A
2014-03-03,2014-07-19,P,295000,0,0.23,0,42,0.358275,101662260,0,APPLE INC,,A
2014-03-03,2014-07-19,P,300000,0,0.25,0,194,0.351733,101662261,0,APPLE INC,,A
2014-03-03,2014-07-19,P,305000,0,0.26,0,34,0.343603,101662262,0,APPLE INC,,A
2014-03-03,2014-07-19,P,310000,0,0.29,0,164,0.338175,101662263,0,APPLE INC,,A
2014-03-03,2014-07-19,P,315000,0.02,0.29,0,33,0.331209,101662264,0,APPLE INC,,A
2014-03-03,2014-07-19,P,320000,0.04,0.31,0,97,0.326353,101662265,0,APPLE INC,,A
2014-03-03,2014-07-19,P,325000,0.05,0.27,0,42,0.313753,101662266,0,APPLE INC,,A
2014-03-03,2014-07-19,P,330000,0.13,0.2,18,82,0.305706,101662267,0,APPLE INC,,A
2014-03-03,2014-07-19,P,335000,0.13,0.4,0,84,0.314228,101662268,0,APPLE INC,,A
2014-03-03,2014-07-19,P,340000,0.16,0.4,0,84,0.307021,101662269,0,APPLE INC,,A
2014-03-03,2014-07-19,P,345000,0.16,0.44,0,94,0.300403,101662270,0,APPLE INC,,A
2014-03-03,2014-07-19,P,350000,0.2,0.5,0,364,0.297194,101662271,0,APPLE INC,,A
2014-03-03,2014-07-19,P,355000,0.24,0.55,0,91,0.292741,101662272,0,APPLE INC,,A
2014-03-03,2014-07-19,P,360000,0.28,0.6,0,389,0.287804,101662273,0,APPLE INC,,A
2014-03-03,2014-07-19,P,365000,0.38,0.69,0,297,0.286601,101662274,0,APPLE INC,,A
2014-03-03,2014-07-19,P,370000,0.42,0.75,0,264,0.28097,101662275,0,APPLE INC,,A
2014-03-03,2014-07-19,P,375000,0.51,0.87,0,1145,0.278712,101662276,0,APPLE INC,,A
2014-03-03,2014-07-19,P,380000,0.57,0.84,0,439,0.270131,101662277,0,APPLE INC,,A
2014-03-03,2014-07-19,P,385000,0.78,0.97,2,226,0.270279,101662278,0,APPLE INC,,A
2014-03-03,2014-07-19,P,390000,0.81,1.09,0,832,0.264409,101662279,0,APPLE INC,,A
2014-03-03,2014-07-19,P,395000,1.04,1.24,0,799,0.263334,101662280,0,APPLE INC,,A
2014-03-03,2014-07-19,P,400000,1.27,1.44,24,2207,0.262034,101662281,0,APPLE INC,,A
2014-03-03,2014-07-19,P,405000,1.47,1.65,0,308,0.259277,101662282,0,APPLE INC,,A
2014-03-03,2014-07-19,P,410000,1.67,1.91,0,545,0.256481,101662283,0,APPLE INC,,A
2014-03-03,2014-07-19,P,415000,2.02,2.22,0,280,0.255624,101662284,0,APPLE INC,,A
2014-03-03,2014-07-19,P,420000,2.33,2.57,0,322,0.253569,101662285,0,APPLE INC,,A
2014-03-03,2014-07-19,P,425000,2.68,2.98,9,1130,0.251687,101662286,0,APPLE INC,,A
2014-03-03,2014-07-19,P,430000,3.1,3.4,3,1507,0.249637,101662287,0,APPLE INC,,A
2014-03-03,2014-07-19,P,435000,3.6,3.85,0,359,0.247646,101662288,0,APPLE INC,,A
2014-03-03,2014-07-19,P,440000,4.15,4.4,46,1219,0.245986,101662289,0,APPLE INC,,A
2014-03-03,2014-07-19,P,445000,4.8,5.15,63,849,0.245663,101662290,0,APPLE INC,,A
2014-03-03,2014-07-19,P,450000,5.45,5.85,14,5431,0.243749,101662291,0,APPLE INC,,A
2014-03-03,2014-07-19,P,455000,6.25,6.65,0,2040,0.242541,101662292,0,APPLE INC,,A
2014-03-03,2014-07-19,P,460000,7.15,7.6,15,640,0.24182,101662293,0,APPLE INC,,A
2014-03-03,2014-07-19,P,465000,8.15,8.6,19,1285,0.240839,101662294,0,APPLE INC,,A
2014-03-03,2014-07-19,P,470000,9.25,9.7,20,2343,0.239893,101662295,0,APPLE INC,,A
2014-03-03,2014-07-19,P,475000,10.45,10.7,127,1850,0.23786,101662296,0,APPLE INC,,A
2014-03-03,2014-07-19,P,480000,11.75,12.2,21,2312,0.237808,101662297,0,APPLE INC,,A
2014-03-03,2014-07-19,P,485000,13.2,13.75,23,864,0.237553,101662298,0,APPLE INC,,A
2014-03-03,2014-07-19,P,490000,14.75,15.2,91,1625,0.236165,101662299,0,APPLE INC,,A
2014-03-03,2014-07-19,P,495000,16.5,16.9,12,1409,0.235712,101662300,0,APPLE INC,,A
2014-03-03,2014-07-19,P,500000,18.3,18.6,52,7152,0.234405,101662301,0,APPLE INC,,A
2014-03-03,2014-07-19,P,505000,20.35,20.6,30,1655,0.23433,101662302,0,APPLE INC,,A
2014-03-03,2014-07-19,P,510000,22.4,22.7,18,1513,0.233561,101662303,0,APPLE INC,,A
2014-03-03,2014-07-19,P,515000,24.65,25.15,1,1161,0.233942,101662304,0,APPLE INC,,A
2014-03-03,2014-07-19,P,520000,27,27.55,29,4437,0.233435,101662305,0,APPLE INC,,A
2014-03-03,2014-07-19,P,525000,29.55,29.95,28,1597,0.232669,101662306,0,APPLE INC,,A
2014-03-03,2014-07-19,P,530000,32.2,32.6,108,2981,0.23226,101662307,0,APPLE INC,,A
2014-03-03,2014-07-19,P,535000,34.95,35.4,40,1258,0.231797,101662308,0,APPLE INC,,A
2014-03-03,2014-07-19,P,540000,37.85,38.5,7,1944,0.232076,101662309,0,APPLE INC,,A
2014-03-03,2014-07-19,P,545000,40.9,41.6,11,1726,0.23197,101662310,0,APPLE INC,,A
2014-03-03,2014-07-19,P,550000,44,44.7,22,7024,0.231067,101662311,0,APPLE INC,,A
2014-03-03,2014-07-19,P,555000,47.35,48.15,18,645,0.231619,101662312,0,APPLE INC,,A
2014-03-03,2014-07-19,P,560000,50.8,51.6,8,1458,0.231678,101662313,0,APPLE INC,,A
2014-03-03,2014-07-19,P,565000,54.35,55.2,4,342,0.231873,101662314,0,APPLE INC,,A
2014-03-03,2014-07-19,P,570000,58,58.8,4,1064,0.231578,101662315,0,APPLE INC,,A
2014-03-03,2014-07-19,P,575000,61.7,62.5,0,2643,0.23104,101662316,0,APPLE INC,,A
2014-03-03,2014-07-19,P,580000,65.55,66.35,26,353,0.230985,101662317,0,APPLE INC,,A
2014-03-03,2014-07-19,P,585000,69.5,70.4,0,153,0.2315,101662318,0,APPLE INC,,A
2014-03-03,2014-07-19,P,590000,73.6,74.5,0,117,0.232222,101662319,0,APPLE INC,,A
2014-03-03,2014-07-19,P,595000,77.7,78.65,1,136,0.232429,101662320,0,APPLE INC,,A
2014-03-03,2014-07-19,P,600000,81.9,83.35,1,787,0.235473,101662321,0,APPLE INC,,A
2014-03-03,2014-07-19,P,605000,86.2,87.75,0,90,0.236789,101662322,0,APPLE INC,,A
2014-03-03,2014-07-19,P,610000,90.5,92.15,0,108,0.237433,101662323,0,APPLE INC,,A
2014-03-03,2014-07-19,P,615000,94.95,96.6,0,88,0.238659,101662324,0,APPLE INC,,A
2014-03-03,2014-07-19,P,620000,99.45,101.1,0,57,0.239913,101662325,0,APPLE INC,,A
2014-03-03,2014-07-19,P,625000,103.75,105.65,0,40,0.239443,101662326,0,APPLE INC,,A
2014-03-03,2014-07-19,P,630000,108.6,110.25,0,155,0.242789,101662327,0,APPLE INC,,A
2014-03-03,2014-07-19,P,635000,113.25,114.9,0,54,0.244576,101662328,0,APPLE INC,,A
2014-03-03,2014-07-19,P,640000,117.9,119.6,0,262,0.246282,101662329,0,APPLE INC,,A
2014-03-03,2014-07-19,P,645000,122.55,124.35,0,30,0.247932,101662330,0,APPLE INC,,A
2014-03-03,2014-07-19,P,650000,127.4,129.05,10,159,0.250499,101662331,0,APPLE INC,,A
2014-03-03,2014-07-19,P,655000,132.2,133.85,10,98,0.253203,101662332,0,APPLE INC,,A
2014-03-03,2014-07-19,P,660000,136.8,138.6,0,60,0.252989,101662333,0,APPLE INC,,A
2014-03-03,2014-07-19,P,665000,141.5,143.5,0,23,0.254884,101662334,0,APPLE INC,,A
2014-03-03,2014-07-19,P,670000,146.3,148.3,0,40,0.256376,101662335,0,APPLE INC,,A
2014-03-03,2014-07-19,P,675000,150.95,153.1,0,14,0.255546,101662336,0,APPLE INC,,A
2014-03-03,2014-07-19,P,680000,155.55,158.05,0,62,0.25534,101662337,0,APPLE INC,,A
2014-03-03,2014-07-19,P,685000,160.8,162.85,0,50,0.261673,101662338,0,APPLE INC,,A
2014-03-03,2014-07-19,P,690000,165.8,167.75,0,25,0.265843,101662339,0,APPLE INC,,A
2014-03-03,2014-07-19,P,695000,170.3,172.65,0,1,0.262249,101662340,0,APPLE INC,,A
2014-03-03,2014-07-19,P,700000,175.25,177.55,0,7372,0.265107,101662341,0,APPLE INC,,A
2014-03-03,2014-07-19,P,705000,180.1,182.5,0,20,0.266877,101662342,0,APPLE INC,,A
2014-03-03,2014-07-19,P,710000,185.1,187.5,0,2,0.272017,101662343,0,APPLE INC,,A
2014-03-03,2014-07-19,P,715000,189.95,192.45,0,3,0.273411,101662344,0,APPLE INC,,A
2014-03-03,2014-07-19,P,720000,194.9,197.3,0,6,0.274487,101802448,0,APPLE INC,,A
2014-03-03,2014-07-19,P,725000,199.9,202.25,0,2156,0.278375,101802449,0,APPLE INC,,A
2014-03-03,2014-07-19,P,730000,204.8,207.2,0,0,0.280038,101828771,0,APPLE INC,,A
2014-03-03,2014-07-19,P,735000,209.75,212.25,0,0,0.284804,101861881,0,APPLE INC,,A
2014-03-03,2014-07-19,P,740000,214.75,217.2,0,1,0.288405,101861882,0,APPLE INC,,A
2014-03-03,2014-07-19,P,745000,219.7,222.1,0,14,0.289577,101861883,0,APPLE INC,,A
2014-03-03,2014-07-19,P,750000,224.65,227.05,0,3531,0.291706,101861884,0,APPLE INC,,A
2014-03-03,2014-07-19,P,755000,229.65,232.1,0,3,0.297485,101861885,0,APPLE INC,,A
2014-03-03,2014-07-19,P,760000,234.6,237,0,100,0.298126,101982792,0,APPLE INC,,A
2014-03-03,2014-07-19,P,765000,239.6,242.05,0,16,0.303868,101982793,0,APPLE INC,,A
2014-03-03,2014-07-19,P,770000,244.55,246.95,0,36,0.304209,101982794,0,APPLE INC,,A
2014-03-03,2014-07-19,P,775000,249.35,252.05,0,7,0.305677,101982795,0,APPLE INC,,A
2014-03-03,2014-07-19,P,780000,254.3,256.95,0,7,0.305363,101982796,0,APPLE INC,,A
2014-03-03,2014-07-19,P,785000,259.3,261.95,0,23,0.309564,101982797,0,APPLE INC,,A
2014-03-03,2014-07-19,P,790000,264.3,266.9,0,2,0.3121,102074904,0,APPLE INC,,A
2014-03-03,2014-07-19,P,795000,269.25,271.9,0,0,0.314548,102210577,0,APPLE INC,,A
2014-03-03,2014-07-19,P,800000,274.25,276.9,0,52,0.318631,102210578,0,APPLE INC,,A
2014-03-03,2014-07-19,P,805000,279.25,281.95,0,0,0.324378,102210579,0,APPLE INC,,A
2014-03-03,2014-07-19,P,810000,284.2,286.85,0,1,0.323137,102210580,0,APPLE INC,,A
2014-03-03,2014-07-19,P,815000,289.2,291.85,0,0,0.327104,102227387,0,APPLE INC,,A
2014-03-03,2014-07-19,P,820000,294.2,296.9,0,0,0.332869,102227388,0,APPLE INC,,A
2014-03-03,2014-07-19,P,825000,299.15,301.8,0,0,0.331074,102227389,0,APPLE INC,,A
2014-03-03,2014-07-19,P,830000,304.2,306.8,0,0,0.336915,102227390,0,APPLE INC,,A
2014-03-03,2014-07-19,P,835000,309.15,311.8,0,0,0.338764,102227391,0,APPLE INC,,A
2014-03-03,2014-07-19,P,840000,314.15,316.85,0,13,0.34457,102227392,0,APPLE INC,,A
2014-03-03,2014-07-19,P,845000,319.15,321.75,0,3,0.34429,102227393,0,APPLE INC,,A
2014-03-03,2014-07-19,P,850000,324.15,326.75,0,52,0.348033,102227394,0,APPLE INC,,A
2014-03-03,2014-07-19,P,855000,329.1,331.75,0,6,0.349596,102227395,0,APPLE INC,,A
2014-03-03,2014-10-18,C,275000,250.85,253,0,0,,102463666,0,APPLE INC,,A
2014-03-03,2014-10-18,C,280000,245.85,247.95,0,0,,102444159,0,APPLE INC,,A
2014-03-03,2014-10-18,C,285000,240.85,243.15,0,0,,102412188,0,APPLE INC,,A
2014-03-03,2014-10-18,C,290000,235.9,237.95,0,0,,102412189,0,APPLE INC,,A
2014-03-03,2014-10-18,C,295000,230.9,233.35,0,0,,102292861,0,APPLE INC,,A
2014-03-03,2014-10-18,C,300000,225.85,228.05,0,10,,102292862,0,APPLE INC,,A
2014-03-03,2014-10-18,C,305000,220.85,223.35,0,0,,102292863,0,APPLE INC,,A
2014-03-03,2014-10-18,C,310000,215.85,218.2,0,0,,102292864,0,APPLE INC,,A
2014-03-03,2014-10-18,C,315000,210.9,213.15,0,1,,102292865,0,APPLE INC,,A
2014-03-03,2014-10-18,C,320000,205.9,208.15,0,1,,102292866,0,APPLE INC,,A
2014-03-03,2014-10-18,C,325000,200.9,203,0,2,,102292867,0,APPLE INC,,A
2014-03-03,2014-10-18,C,330000,195.9,198,0,0,,102292868,0,APPLE INC,,A
2014-03-03,2014-10-18,C,335000,190.95,193.25,0,0,,102292869,0,APPLE INC,,A
2014-03-03,2014-10-18,C,340000,186.05,188.4,0,0,,102292870,0,APPLE INC,,A
2014-03-03,2014-10-18,C,345000,181.05,183.25,0,1,,102292871,0,APPLE INC,,A
2014-03-03,2014-10-18,C,350000,176.1,178.35,0,14,,102292872,0,APPLE INC,,A
2014-03-03,2014-10-18,C,355000,171.2,173.25,5,0,,102292873,0,APPLE INC,,A
2014-03-03,2014-10-18,C,360000,166.25,168.5,0,0,,102292874,0,APPLE INC,,A
2014-03-03,2014-10-18,C,365000,161.25,163.45,0,0,,102292875,0,APPLE INC,,A
2014-03-03,2014-10-18,C,370000,156.45,158.55,0,0,,102292876,0,APPLE INC,,A
2014-03-03,2014-10-18,C,375000,151.5,153.6,1,2,,102292877,0,APPLE INC,,A
2014-03-03,2014-10-18,C,380000,146.6,148.75,4,78,,102292878,0,APPLE INC,,A
2014-03-03,2014-10-18,C,385000,141.75,143.95,0,16,,102292879,0,APPLE INC,,A
2014-03-03,2014-10-18,C,390000,137,139.3,0,36,0.210226,102292880,0,APPLE INC,,A
2014-03-03,2014-10-18,C,395000,132.15,134.45,2,34,0.213575,102292881,0,APPLE INC,,A
2014-03-03,2014-10-18,C,400000,127.45,129.6,0,148,0.217884,102292882,0,APPLE INC,,A
2014-03-03,2014-10-18,C,405000,122.9,125.25,0,5,0.230509,102292883,0,APPLE INC,,A
2014-03-03,2014-10-18,C,410000,118.2,120.45,0,26,0.228469,102292884,0,APPLE INC,,A
2014-03-03,2014-10-18,C,415000,113.6,115.95,0,19,0.230575,102292885,0,APPLE INC,,A
2014-03-03,2014-10-18,C,420000,109.1,111.35,0,80,0.230644,102292886,0,APPLE INC,,A
2014-03-03,2014-10-18,C,425000,104.8,106.8,6,12,0.232016,102292887,0,APPLE INC,,A
2014-03-03,2014-10-18,C,430000,100.35,102.45,6,20,0.232686,102292888,0,APPLE INC,,A
2014-03-03,2014-10-18,C,435000,96.05,98.25,0,22,0.233112,102292889,0,APPLE INC,,A
2014-03-03,2014-10-18,C,440000,91.9,94.25,0,31,0.234588,102292890,0,APPLE INC,,A
2014-03-03,2014-10-18,C,445000,87.75,90.05,0,14,0.233977,102292891,0,APPLE INC,,A
2014-03-03,2014-10-18,C,450000,85.2,86,24,275,0.241107,102292892,0,APPLE INC,,A
2014-03-03,2014-10-18,C,455000,79.85,82.3,0,54,0.235062,102292893,0,APPLE INC,,A
2014-03-03,2014-10-18,C,460000,76.1,78.2,0,315,0.234409,102292894,0,APPLE INC,,A
2014-03-03,2014-10-18,C,465000,73.1,74.55,0,83,0.237478,102292895,0,APPLE INC,,A
2014-03-03,2014-10-18,C,470000,69.6,71,11,169,0.237656,102292896,0,APPLE INC,,A
2014-03-03,2014-10-18,C,475000,66.1,67.4,0,130,0.23699,102292897,0,APPLE INC,,A
2014-03-03,2014-10-18,C,480000,62.75,64.05,3,142,0.237023,102292898,0,APPLE INC,,A
2014-03-03,2014-10-18,C,485000,59.6,60.7,0,165,0.236889,102292899,0,APPLE INC,,A
2014-03-03,2014-10-18,C,490000,56.5,57.45,0,131,0.23669,102292900,0,APPLE INC,,A
2014-03-03,2014-10-18,C,495000,53.5,54.35,0,272,0.236732,102292901,0,APPLE INC,,A
2014-03-03,2014-10-18,C,500000,51,51.5,213,4374,0.238149,102292902,0,APPLE INC,,A
2014-03-03,2014-10-18,C,505000,47.8,48.45,13,17128,0.235892,102292903,0,APPLE INC,,A
2014-03-03,2014-10-18,C,510000,45.4,45.75,11,949,0.236716,102292904,0,APPLE INC,,A
2014-03-03,2014-10-18,C,515000,42.6,43.2,0,428,0.236093,102292905,0,APPLE INC,,A
2014-03-03,2014-10-18,C,520000,40.3,40.65,52,759,0.236288,102292906,0,APPLE INC,,A
2014-03-03,2014-10-18,C,525000,37.9,38.25,22,917,0.236049,102292907,0,APPLE INC,,A
2014-03-03,2014-10-18,C,530000,35.6,35.95,102,2798,0.235867,102292908,0,APPLE INC,,A
2014-03-03,2014-10-18,C,535000,33.4,33.75,27,770,0.235647,102292909,0,APPLE INC,,A
2014-03-03,2014-10-18,C,540000,31.3,31.6,100,3287,0.235108,102292910,0,APPLE INC,,A
2014-03-03,2014-10-18,C,545000,29.1,29.6,14,708,0.234139,102292911,0,APPLE INC,,A
2014-03-03,2014-10-18,C,550000,27.25,27.75,80,4241,0.234152,102292912,0,APPLE INC,,A
2014-03-03,2014-10-18,C,555000,25.45,25.95,16,285,0.233891,102292913,0,APPLE INC,,A
2014-03-03,2014-10-18,C,560000,23.85,24.25,150,3471,0.233957,102292914,0,APPLE INC,,A
2014-03-03,2014-10-18,C,565000,22.2,22.6,0,1081,0.2335,102292915,0,APPLE INC,,A
2014-03-03,2014-10-18,C,570000,20.7,21.05,287,1952,0.233335,102292916,0,APPLE INC,,A
2014-03-03,2014-10-18,C,575000,19.3,19.6,22,984,0.233291,102292917,0,APPLE INC,,A
2014-03-03,2014-10-18,C,580000,17.95,18.3,68,2593,0.233258,102292918,0,APPLE INC,,A
2014-03-03,2014-10-18,C,585000,16.6,17.05,50,343,0.232886,102292919,0,APPLE INC,,A
2014-03-03,2014-10-18,C,590000,15.5,15.8,14,581,0.232889,102292920,0,APPLE INC,,A
2014-03-03,2014-10-18,C,595000,14.3,14.7,0,1368,0.23258,102292921,0,APPLE INC,,A
2014-03-03,2014-10-18,C,600000,13.35,13.6,142,11200,0.232642,102292922,0,APPLE INC,,A
2014-03-03,2014-10-18,C,605000,12.35,12.65,0,348,0.232613,102292923,0,APPLE INC,,A
2014-03-03,2014-10-18,C,610000,11.35,11.75,35,594,0.23232,102292924,0,APPLE INC,,A
2014-03-03,2014-10-18,C,615000,10.65,10.95,1,329,0.233206,102292925,0,APPLE INC,,A
2014-03-03,2014-10-18,C,620000,9.85,10.15,26,637,0.233234,102292926,0,APPLE INC,,A
2014-03-03,2014-10-18,C,625000,9.05,9.4,8,743,0.232964,102292927,0,APPLE INC,,A
2014-03-03,2014-10-18,C,630000,8.45,8.75,0,454,0.233617,102292928,0,APPLE INC,,A
2014-03-03,2014-10-18,C,635000,7.85,8.15,0,263,0.234125,102292929,0,APPLE INC,,A
2014-03-03,2014-10-18,C,640000,7.3,7.5,40,378,0.234238,102292930,0,APPLE INC,,A
2014-03-03,2014-10-18,C,645000,6.65,7,0,395,0.234164,102292931,0,APPLE INC,,A
2014-03-03,2014-10-18,C,650000,6.25,6.45,4,971,0.234739,102292932,0,APPLE INC,,A
2014-03-03,2014-10-18,C,655000,5.8,6.05,0,194,0.235525,102292933,0,APPLE INC,,A
2014-03-03,2014-10-18,C,660000,5.35,5.6,1,239,0.235686,102292934,0,APPLE INC,,A
2014-03-03,2014-10-18,C,665000,4.95,5.2,0,265,0.236085,102292935,0,APPLE INC,,A
2014-03-03,2014-10-18,C,670000,4.4,4.8,6,1587,0.235113,102292936,0,APPLE INC,,A
2014-03-03,2014-10-18,C,675000,4.2,4.45,1,133,0.236381,102292937,0,APPLE INC,,A
2014-03-03,2014-10-18,C,680000,3.8,4.15,2,154,0.236307,102292938,0,APPLE INC,,A
2014-03-03,2014-10-18,C,685000,3.55,3.85,0,68,0.236987,102292939,0,APPLE INC,,A
2014-03-03,2014-10-18,C,690000,3.25,3.55,5,132,0.236964,102292940,0,APPLE INC,,A
2014-03-03,2014-10-18,C,695000,3.05,3.3,0,88,0.237817,102292941,0,APPLE INC,,A
2014-03-03,2014-10-18,C,700000,2.89,3.1,25,5592,0.239169,102292942,0,APPLE INC,,A
2014-03-03,2014-10-18,C,705000,2.62,2.95,3,129,0.239753,102292943,0,APPLE INC,,A
2014-03-03,2014-10-18,C,710000,2.47,2.68,13,179,0.240053,102292944,0,APPLE INC,,A
2014-03-03,2014-10-18,C,715000,2.26,2.63,0,28,0.241666,102292945,0,APPLE INC,,A
2014-03-03,2014-10-18,C,720000,2.1,2.49,0,102,0.242689,102292946,0,APPLE INC,,A
2014-03-03,2014-10-18,C,725000,1.97,2.2,0,134,0.242156,102292947,0,APPLE INC,,A
2014-03-03,2014-10-18,C,730000,1.84,2.07,0,51,0.243096,102292948,0,APPLE INC,,A
2014-03-03,2014-10-18,C,735000,1.74,1.99,0,105,0.244798,102292949,0,APPLE INC,,A
2014-03-03,2014-10-18,C,740000,1.61,1.87,10,127,0.245462,102292950,0,APPLE INC,,A
2014-03-03,2014-10-18,C,745000,1.5,1.76,0,3,0.246298,102292951,0,APPLE INC,,A
2014-03-03,2014-10-18,C,750000,1.41,1.64,0,143,0.247065,102292952,0,APPLE INC,,A
2014-03-03,2014-10-18,C,755000,1.3,1.5,0,20,0.247022,102292953,0,APPLE INC,,A
2014-03-03,2014-10-18,C,760000,1.19,1.42,0,34,0.247618,102292954,0,APPLE INC,,A
2014-03-03,2014-10-18,C,765000,1.12,1.34,0,25,0.248649,102292955,0,APPLE INC,,A
2014-03-03,2014-10-18,C,770000,1.05,1.32,0,25,0.250542,102292956,0,APPLE INC,,A
2014-03-03,2014-10-18,C,775000,0.96,1.22,0,108,0.250541,102292957,0,APPLE INC,,A
2014-03-03,2014-10-18,C,780000,0.92,1.15,0,31,0.251799,102292958,0,APPLE INC,,A
2014-03-03,2014-10-18,C,785000,0.85,1.08,0,3,0.252326,102292959,0,APPLE INC,,A
2014-03-03,2014-10-18,C,790000,0.79,1.04,0,373,0.253489,102292960,0,APPLE INC,,A
2014-03-03,2014-10-18,C,795000,0.74,1.01,0,22,0.254951,102292961,0,APPLE INC,,A
2014-03-03,2014-10-18,C,800000,0.8,0.9,11,233,0.256974,102412190,0,APPLE INC,,A
2014-03-03,2014-10-18,C,805000,0.65,0.87,0,43,0.25587,102412191,0,APPLE INC,,A
2014-03-03,2014-10-18,C,810000,0.68,0.83,7,22,0.258652,102412192,0,APPLE INC,,A
2014-03-03,2014-10-18,C,815000,0.61,0.85,0,22,0.260402,102412193,0,APPLE INC,,A
2014-03-03,2014-10-18,C,820000,0.55,0.77,0,63,0.259685,102412194,0,APPLE INC,,A
2014-03-03,2014-10-18,C,825000,0.5,0.74,0,12,0.260359,102412195,0,APPLE INC,,A
2014-03-03,2014-10-18,C,830000,0.49,0.71,0,77,0.262066,102412196,0,APPLE INC,,A
2014-03-03,2014-10-18,C,835000,0.48,0.69,0,31,0.264009,102412197,0,APPLE INC,,A
2014-03-03,2014-10-18,C,840000,0.43,0.66,1,42,0.264333,102412198,0,APPLE INC,,A
2014-03-03,2014-10-18,C,845000,0.42,0.62,0,128,0.265472,102412199,0,APPLE INC,,A
2014-03-03,2014-10-18,P,275000,0.09,0.3,0,45,0.325134,102463667,0,APPLE INC,,A
2014-03-03,2014-10-18,P,280000,0.1,0.28,0,27,0.315756,102444160,0,APPLE INC,,A
2014-03-03,2014-10-18,P,285000,0.11,0.3,0,2,0.310194,102412200,0,APPLE INC,,A
2014-03-03,2014-10-18,P,290000,0.14,0.32,0,1,0.306123,102412201,0,APPLE INC,,A
2014-03-03,2014-10-18,P,295000,0.17,0.35,0,3,0.302421,102292962,0,APPLE INC,,A
2014-03-03,2014-10-18,P,300000,0.21,0.39,0,127,0.29958,102292963,0,APPLE INC,,A
2014-03-03,2014-10-18,P,305000,0.26,0.45,0,0,0.297811,102292964,0,APPLE INC,,A
2014-03-03,2014-10-18,P,310000,0.31,0.48,0,13,0.293766,102292965,0,APPLE INC,,A
2014-03-03,2014-10-18,P,315000,0.38,0.55,0,106,0.292058,102292966,0,APPLE INC,,A
2014-03-03,2014-10-18,P,320000,0.44,0.61,0,40,0.28879,102292967,0,APPLE INC,,A
2014-03-03,2014-10-18,P,325000,0.52,0.7,0,345,0.286812,102292968,0,APPLE INC,,A
2014-03-03,2014-10-18,P,330000,0.6,0.79,0,101,0.284127,102292969,0,APPLE INC,,A
2014-03-03,2014-10-18,P,335000,0.71,0.88,0,40,0.28174,102292970,0,APPLE INC,,A
2014-03-03,2014-10-18,P,340000,0.8,1.02,0,67,0.279512,102292971,0,APPLE INC,,A
2014-03-03,2014-10-18,P,345000,0.97,1.13,0,78,0.277772,102292972,0,APPLE INC,,A
2014-03-03,2014-10-18,P,350000,1.02,1.28,0,188,0.273669,102292973,0,APPLE INC,,A
2014-03-03,2014-10-18,P,355000,1.26,1.52,0,186,0.274483,102292974,0,APPLE INC,,A
2014-03-03,2014-10-18,P,360000,1.45,1.7,0,92,0.272301,102292975,0,APPLE INC,,A
2014-03-03,2014-10-18,P,365000,1.66,1.86,18,81,0.269499,102292976,0,APPLE INC,,A
2014-03-03,2014-10-18,P,370000,1.86,2.1,0,97,0.267159,102292977,0,APPLE INC,,A
2014-03-03,2014-10-18,P,375000,2.12,2.37,0,470,0.265394,102292978,0,APPLE INC,,A
2014-03-03,2014-10-18,P,380000,2.47,2.67,1,511,0.264352,102292979,0,APPLE INC,,A
2014-03-03,2014-10-18,P,385000,2.82,3.05,0,228,0.263358,102292980,0,APPLE INC,,A
2014-03-03,2014-10-18,P,390000,3.15,3.4,0,193,0.261109,102292981,0,APPLE INC,,A
2014-03-03,2014-10-18,P,395000,3.6,3.85,0,255,0.260251,102292982,0,APPLE INC,,A
2014-03-03,2014-10-18,P,400000,4,4.25,2,516,0.257796,102292983,0,APPLE INC,,A
2014-03-03,2014-10-18,P,405000,4.5,4.85,0,167,0.257082,102292984,0,APPLE INC,,A
